issued_date,issued_qty,project_name,supplier,methodology,durability,project_url,project_id,page_number,source_url
18 Sept 2023,143,"American BioCarbon CT, LLC","American BioCarbon CT, LLC","Biochar, 2022",100+ years,https://registry.puro.earth/projects/543800,543800,32,https://registry.puro.earth/issuances
07 Sept 2023,22,Alcom-01-NuevaEcijaPhilippines,Alcom Carbon Markets Pte Ltd,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/227253,227253,32,https://registry.puro.earth/issuances
07 Sept 2023,30,Novocarbo Ruhr/Tyssenkrupp,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/798006,798006,32,https://registry.puro.earth/issuances
07 Sept 2023,170,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,33,https://registry.puro.earth/issuances
31 Aug 2023,559,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,33,https://registry.puro.earth/issuances
31 Aug 2023,406,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,33,https://registry.puro.earth/issuances
25 Aug 2023,7,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/299495,299495,33,https://registry.puro.earth/issuances
25 Aug 2023,21,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/299495,299495,33,https://registry.puro.earth/issuances
25 Aug 2023,25,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/299495,299495,33,https://registry.puro.earth/issuances
25 Aug 2023,5203,"Exomad Green, Concepción",Exomad SRL,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/432524,432524,33,https://registry.puro.earth/issuances
24 Aug 2023,56,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/299495,299495,33,https://registry.puro.earth/issuances
18 Aug 2023,1360,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,33,https://registry.puro.earth/issuances
10 Aug 2023,3840,"Exomad Green, Concepción",Exomad SRL,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/432524,432524,33,https://registry.puro.earth/issuances
27 Jul 2023,140,Carbon Hill,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/712033,712033,34,https://registry.puro.earth/issuances
20 Jul 2023,2966,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,34,https://registry.puro.earth/issuances
06 Jul 2023,40,BC Biocarbon - McBride,BC Biocarbon LTD,"Biochar, 2022",-,https://registry.puro.earth/projects/862421,862421,34,https://registry.puro.earth/issuances
06 Jul 2023,87,Novocarbo Ruhr/Tyssenkrupp,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/798006,798006,34,https://registry.puro.earth/issuances
27 Jun 2023,3430,Wakefield Biochar Facility 2,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/244045,244045,34,https://registry.puro.earth/issuances
22 Jun 2023,1570,Wakefield Biochar Facility 2,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/244045,244045,34,https://registry.puro.earth/issuances
22 Jun 2023,162,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,34,https://registry.puro.earth/issuances
16 Jun 2023,2502,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,34,https://registry.puro.earth/issuances
16 Jun 2023,58,Novocarbo Ruhr/Tyssenkrupp,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/798006,798006,34,https://registry.puro.earth/issuances
16 Jun 2023,6,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,34,https://registry.puro.earth/issuances
16 Jun 2023,153,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,35,https://registry.puro.earth/issuances
15 Jun 2023,1355,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,35,https://registry.puro.earth/issuances
15 Jun 2023,67,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,35,https://registry.puro.earth/issuances
15 Jun 2023,38,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,35,https://registry.puro.earth/issuances
08 Jun 2023,239,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,35,https://registry.puro.earth/issuances
08 Jun 2023,11,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/242171,242171,35,https://registry.puro.earth/issuances
02 Jun 2023,34,Novocarbo Ruhr/Tyssenkrupp,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/798006,798006,35,https://registry.puro.earth/issuances
02 Jun 2023,360,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,35,https://registry.puro.earth/issuances
01 Jun 2023,821,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,35,https://registry.puro.earth/issuances
25 May 2023,10578,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,35,https://registry.puro.earth/issuances
25 May 2023,840,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,36,https://registry.puro.earth/issuances
11 May 2023,117,Novocarbo Rhine,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/181017,181017,36,https://registry.puro.earth/issuances
09 May 2023,296,ECOERA Millennium 1 Hammenhög Skånefrö,Ecoera AB,"Biochar, 2022",-,https://registry.puro.earth/projects/706975,706975,36,https://registry.puro.earth/issuances
05 May 2023,153,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,36,https://registry.puro.earth/issuances
26 Apr 2023,110,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,36,https://registry.puro.earth/issuances
20 Apr 2023,39,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/242171,242171,36,https://registry.puro.earth/issuances
20 Apr 2023,421,Carbofex Nokia 1,Carbofex Oy,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/507468,507468,36,https://registry.puro.earth/issuances
17 Apr 2023,26,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,36,https://registry.puro.earth/issuances
17 Apr 2023,298,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,36,https://registry.puro.earth/issuances
06 Apr 2023,47,Sonnenerde Pyreg 500,Sonnenerde GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/951479,951479,36,https://registry.puro.earth/issuances
28 Mar 2023,63,Carbon Hill,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/712033,712033,37,https://registry.puro.earth/issuances
23 Mar 2023,39,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/242171,242171,37,https://registry.puro.earth/issuances
21 Mar 2023,39,Glanris,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/375603,375603,37,https://registry.puro.earth/issuances
16 Mar 2023,165,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,37,https://registry.puro.earth/issuances
16 Mar 2023,190,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,37,https://registry.puro.earth/issuances
16 Mar 2023,578,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,37,https://registry.puro.earth/issuances
02 Mar 2023,9195,Leeds Production Facility,O.C.O Technology Limited,Carbonated Materials,1000+ years,https://registry.puro.earth/projects/625222,625222,37,https://registry.puro.earth/issuances
02 Mar 2023,3640,Brandon Production Facility,O.C.O Technology Limited,Carbonated Materials,1000+ years,https://registry.puro.earth/projects/300346,300346,37,https://registry.puro.earth/issuances
02 Mar 2023,5920,Avonmouth Production Facility,O.C.O Technology Limited,Carbonated Materials,1000+ years,https://registry.puro.earth/projects/756292,756292,37,https://registry.puro.earth/issuances
27 Feb 2023,506,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,37,https://registry.puro.earth/issuances
23 Feb 2023,43,Glanris,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/375603,375603,38,https://registry.puro.earth/issuances
16 Feb 2023,50,"Premier Forest, Newport",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/916484,916484,38,https://registry.puro.earth/issuances
09 Feb 2023,467,"Nordgau Carbon, Wernberg-Köblitz",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/424545,424545,38,https://registry.puro.earth/issuances
09 Feb 2023,62,"Nordgau Carbon, Wernberg-Köblitz",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/424545,424545,38,https://registry.puro.earth/issuances
09 Feb 2023,80,Jeffries Group,L.F Jeffries Nominees Pty. Ltd t/aJeffries Group,"Biochar, 2022",-,https://registry.puro.earth/projects/114352,114352,38,https://registry.puro.earth/issuances
09 Feb 2023,34,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/242171,242171,38,https://registry.puro.earth/issuances
02 Feb 2023,161,Novocarbo Rhine,Novocarbo GmbH,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/181017,181017,38,https://registry.puro.earth/issuances
02 Feb 2023,111,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/242171,242171,38,https://registry.puro.earth/issuances
02 Feb 2023,720,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,38,https://registry.puro.earth/issuances
30 Jan 2023,34214,Igloo Cellulose Inc.,Carbonapp,Wooden Building Elements,-,https://registry.puro.earth/projects/123804,123804,38,https://registry.puro.earth/issuances
30 Jan 2023,29,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,39,https://registry.puro.earth/issuances
30 Jan 2023,71,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,39,https://registry.puro.earth/issuances
27 Jan 2023,521,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,39,https://registry.puro.earth/issuances
26 Jan 2023,210,OBIO Rudshøgda,Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/727586,727586,39,https://registry.puro.earth/issuances
26 Jan 2023,879,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,39,https://registry.puro.earth/issuances
26 Jan 2023,1602,Wakefield Biochar Facility 1,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/654470,654470,39,https://registry.puro.earth/issuances
26 Jan 2023,231,"Carbon Cycle, 001, Rieden, DE",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/511285,511285,39,https://registry.puro.earth/issuances
26 Jan 2023,342,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,39,https://registry.puro.earth/issuances
13 Jan 2023,30,"American BioCarbon CT, LLC","American BioCarbon CT, LLC","Biochar, 2022",100+ years,https://registry.puro.earth/projects/543800,543800,39,https://registry.puro.earth/issuances
12 Jan 2023,33,V-Grid (c/o South Corner Dairy),V-Grid Energy Systems,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/472483,472483,39,https://registry.puro.earth/issuances
30 Dec 2022,5592,"Moelven Limtre, Moelv",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/350917,350917,40,https://registry.puro.earth/issuances
30 Dec 2022,4695,"Are Treindustrier, Norway",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/310958,310958,40,https://registry.puro.earth/issuances
22 Dec 2022,384,"Carbon Cycle, 001, Rieden, DE",Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/511285,511285,40,https://registry.puro.earth/issuances
22 Dec 2022,231,ECHO2 Holla-Fresh,Rainbow Bee Eater Pty Ltd,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/767851,767851,40,https://registry.puro.earth/issuances
21 Dec 2022,1102,Ekovilla 3 Ylistaro,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/220156,220156,40,https://registry.puro.earth/issuances
21 Dec 2022,5270,Ekovilla 2 Kuusankoski,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/926954,926954,40,https://registry.puro.earth/issuances
21 Dec 2022,6183,Ekovilla 1 Kiiminki,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/522433,522433,40,https://registry.puro.earth/issuances
20 Dec 2022,6585,Soilfood-1-Finland,Soilfood Oy,Soil Amendment,20+ years,https://registry.puro.earth/projects/785725,785725,40,https://registry.puro.earth/issuances
16 Dec 2022,185,Carbon Hill,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/712033,712033,40,https://registry.puro.earth/issuances
08 Dec 2022,3613,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,40,https://registry.puro.earth/issuances
30 Nov 2022,584,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,41,https://registry.puro.earth/issuances
24 Nov 2022,109,V-Grid (c/o South Corner Dairy),V-Grid Energy Systems,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/472483,472483,41,https://registry.puro.earth/issuances
24 Nov 2022,485,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,41,https://registry.puro.earth/issuances
18 Nov 2022,582,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,41,https://registry.puro.earth/issuances
10 Nov 2022,28,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,41,https://registry.puro.earth/issuances
10 Nov 2022,108,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,41,https://registry.puro.earth/issuances
03 Nov 2022,1486,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,41,https://registry.puro.earth/issuances
31 Oct 2022,23820,Wakefield Biochar Facility 2,Accend AS,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/244045,244045,41,https://registry.puro.earth/issuances
27 Oct 2022,184,NetZero-001-Nkongsamba,NetZero,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/641719,641719,41,https://registry.puro.earth/issuances
20 Oct 2022,62,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,41,https://registry.puro.earth/issuances
20 Oct 2022,226,OBIO Rudshøgda,Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/727586,727586,42,https://registry.puro.earth/issuances
20 Oct 2022,45,Hjelmsäters Egendom,Edvard Hamilton (Hjelmsäters Egendom),"Biochar, 2022",-,https://registry.puro.earth/projects/984723,984723,42,https://registry.puro.earth/issuances
04 Oct 2022,23,"Premier Forest, Newport",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/916484,916484,42,https://registry.puro.earth/issuances
04 Oct 2022,528,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,42,https://registry.puro.earth/issuances
27 Sept 2022,1961,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/133206,133206,42,https://registry.puro.earth/issuances
27 Sept 2022,98,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/133206,133206,42,https://registry.puro.earth/issuances
15 Sept 2022,143,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,42,https://registry.puro.earth/issuances
15 Sept 2022,23,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,42,https://registry.puro.earth/issuances
01 Sept 2022,4261,A. James - 50370 Brecey,Carbonapp,Wooden Building Elements,-,https://registry.puro.earth/projects/181856,181856,42,https://registry.puro.earth/issuances
01 Sept 2022,29,V-Grid Energy Systems,V-Grid Energy Systems,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/672804,672804,42,https://registry.puro.earth/issuances
01 Sept 2022,240,V-Grid (c/o South Corner Dairy),V-Grid Energy Systems,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/472483,472483,43,https://registry.puro.earth/issuances
25 Aug 2022,689,Ekovilla 3 Ylistaro,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/220156,220156,43,https://registry.puro.earth/issuances
25 Aug 2022,4931,Ekovilla 2 Kuusankoski,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/926954,926954,43,https://registry.puro.earth/issuances
25 Aug 2022,5082,Ekovilla 1 Kiiminki,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/522433,522433,43,https://registry.puro.earth/issuances
23 Aug 2022,621,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,43,https://registry.puro.earth/issuances
22 Aug 2022,20,ECHO2 Holla-Fresh,Rainbow Bee Eater Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/767851,767851,43,https://registry.puro.earth/issuances
05 Aug 2022,61,Novocarbo Rhine,Novocarbo GmbH,"Biochar, 2022",-,https://registry.puro.earth/projects/181017,181017,43,https://registry.puro.earth/issuances
04 Aug 2022,60,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,43,https://registry.puro.earth/issuances
04 Aug 2022,38,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,43,https://registry.puro.earth/issuances
04 Aug 2022,71,"Nordgau Carbon, Wernberg-Köblitz",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/424545,424545,43,https://registry.puro.earth/issuances
25 Jul 2022,266,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,44,https://registry.puro.earth/issuances
15 Jul 2022,289,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/753518,753518,44,https://registry.puro.earth/issuances
14 Jul 2022,232,Oregon Biochar Solutions,Oregon Biochar Solutions LLC,"Biochar, 2022",-,https://registry.puro.earth/projects/753518,753518,44,https://registry.puro.earth/issuances
08 Jul 2022,557,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,44,https://registry.puro.earth/issuances
08 Jul 2022,42,Hjelmsäters Egendom,Edvard Hamilton (Hjelmsäters Egendom),"Biochar, 2022",-,https://registry.puro.earth/projects/984723,984723,44,https://registry.puro.earth/issuances
07 Jul 2022,317,Carbofex 1 Hiedanranta,Carbofex Oy,"Biochar, 2022",-,https://registry.puro.earth/projects/911942,911942,44,https://registry.puro.earth/issuances
07 Jul 2022,85,Jeffries Group,L.F Jeffries Nominees Pty. Ltd t/aJeffries Group,"Biochar, 2022",-,https://registry.puro.earth/projects/114352,114352,44,https://registry.puro.earth/issuances
07 Jul 2022,47600,"Noritec, Stall im Mölltal, Austria",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/928755,928755,44,https://registry.puro.earth/issuances
30 Jun 2022,164,OBIO Rudshøgda,Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/727586,727586,44,https://registry.puro.earth/issuances
30 Jun 2022,153,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,44,https://registry.puro.earth/issuances
30 Jun 2022,37,Bussme-01-Munka-Ljungby,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/299495,299495,45,https://registry.puro.earth/issuances
30 Jun 2022,395,Bussme-01-Svedala,Bussme Biochar AB,"Biochar, 2022",-,https://registry.puro.earth/projects/665890,665890,45,https://registry.puro.earth/issuances
15 Jun 2022,30,"Explocom 1, Lupeni",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/307998,307998,45,https://registry.puro.earth/issuances
15 Jun 2022,69,"Explocom 1, Lupeni",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/307998,307998,45,https://registry.puro.earth/issuances
15 Jun 2022,27,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/242171,242171,45,https://registry.puro.earth/issuances
15 Jun 2022,360,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,45,https://registry.puro.earth/issuances
15 Jun 2022,379,Carbofex 1 Hiedanranta,Carbofex Oy,"Biochar, 2022",-,https://registry.puro.earth/projects/911942,911942,45,https://registry.puro.earth/issuances
09 Jun 2022,37,BC Biocarbon - McBride,BC Biocarbon LTD,"Biochar, 2022",-,https://registry.puro.earth/projects/862421,862421,45,https://registry.puro.earth/issuances
09 Jun 2022,400,ECHO2 Holla-Fresh,Rainbow Bee Eater Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/767851,767851,45,https://registry.puro.earth/issuances
09 Jun 2022,4,ECHO2 Holla-Fresh,Rainbow Bee Eater Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/767851,767851,45,https://registry.puro.earth/issuances
09 Jun 2022,234,"Carbon Cycle, 001, Rieden, DE",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/511285,511285,46,https://registry.puro.earth/issuances
02 Jun 2022,19,Bella Biochar Corporation,Bella Biochar Corporation,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/157033,157033,46,https://registry.puro.earth/issuances
20 May 2022,460,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,46,https://registry.puro.earth/issuances
20 May 2022,31,Pyrocal - Wellcamp,Pyrocal Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/569274,569274,46,https://registry.puro.earth/issuances
19 May 2022,52,Sonnenerde Pyreg 500,Sonnenerde GmbH,"Biochar, 2022",-,https://registry.puro.earth/projects/951479,951479,46,https://registry.puro.earth/issuances
12 May 2022,1685,Douglas County Forest Products,ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/992402,992402,46,https://registry.puro.earth/issuances
05 May 2022,12250,SAS OUATTITUDE,Carbonapp,Wooden Building Elements,-,https://registry.puro.earth/projects/432365,432365,46,https://registry.puro.earth/issuances
05 May 2022,20347,Igloo France Cellulose,Carbonapp,Wooden Building Elements,-,https://registry.puro.earth/projects/438730,438730,46,https://registry.puro.earth/issuances
29 Apr 2022,231,OBIO Rudshøgda,Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/727586,727586,46,https://registry.puro.earth/issuances
28 Apr 2022,3657,"Moelven Limtre, Agder",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/847673,847673,46,https://registry.puro.earth/issuances
28 Apr 2022,12581,"Moelven Limtre, Moelv",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/350917,350917,47,https://registry.puro.earth/issuances
28 Apr 2022,3915,"Are Treindustrier, Norway",Accend AS,Wooden Building Elements,-,https://registry.puro.earth/projects/310958,310958,47,https://registry.puro.earth/issuances
22 Apr 2022,673,Lapwall Factory 2,LapWall Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/329175,329175,47,https://registry.puro.earth/issuances
22 Apr 2022,2297,Lapwall Factory 1,LapWall Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/134828,134828,47,https://registry.puro.earth/issuances
22 Apr 2022,1094,Ekovilla 3 Ylistaro,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/220156,220156,47,https://registry.puro.earth/issuances
22 Apr 2022,3872,Ekovilla 2 Kuusankoski,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/926954,926954,47,https://registry.puro.earth/issuances
22 Apr 2022,5301,Ekovilla 1 Kiiminki,Eco Up Oyj,Wooden Building Elements,-,https://registry.puro.earth/projects/522433,522433,47,https://registry.puro.earth/issuances
21 Apr 2022,442,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/133206,133206,47,https://registry.puro.earth/issuances
07 Apr 2022,69,"Sylva Fertilis, Argentan, FR",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/242171,242171,47,https://registry.puro.earth/issuances
01 Apr 2022,662,Aperam BioEnergia,Aperam Bioenergia Ltda,"Biochar, 2022",100+ years,https://registry.puro.earth/projects/175613,175613,47,https://registry.puro.earth/issuances
31 Mar 2022,129,Novocarbo Rhine,Novocarbo GmbH,"Biochar, 2022",-,https://registry.puro.earth/projects/181017,181017,48,https://registry.puro.earth/issuances
25 Mar 2022,87,Hjelmsäters Egendom,Edvard Hamilton (Hjelmsäters Egendom),"Biochar, 2022",-,https://registry.puro.earth/projects/984723,984723,48,https://registry.puro.earth/issuances
25 Mar 2022,2,Hjelmsäters Egendom,Edvard Hamilton (Hjelmsäters Egendom),"Biochar, 2022",-,https://registry.puro.earth/projects/984723,984723,48,https://registry.puro.earth/issuances
23 Mar 2022,299,"Premier Forest, Newport",Accend AS,"Biochar, 2022",-,https://registry.puro.earth/projects/916484,916484,48,https://registry.puro.earth/issuances
23 Mar 2022,550,Pyrocal - Whitton,Pyrocal Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/519265,519265,48,https://registry.puro.earth/issuances
18 Mar 2022,500,"Freres Lumber Co., Inc.",ACT Commodities Inc.,"Biochar, 2022",-,https://registry.puro.earth/projects/133206,133206,48,https://registry.puro.earth/issuances
02 Mar 2022,70,Pyrocal - Wellcamp,Pyrocal Pty Ltd,"Biochar, 2022",-,https://registry.puro.earth/projects/569274,569274,48,https://registry.puro.earth/issuances
